audio_filepath,ref,hyp_greedy
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-Part-W3A_SP-0402_W3A-0872.wav,इल्लो,इल् लो.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Form and Function Word-W5_SP-0151_W5-0519.wav,मुजरत,मुजरत
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Sentence-S_SP-0053_S-0198.wav,टप्प्या टप्प्यान लोकसभेची वेंचणूक सोपली.,टप्प्या टप्प्यान लोकसभेची वेंचणूक सोपली.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Most Frequent Word-FullSet-W3B_SP-0034_W3B-0270.wav,दोळे,दोळे
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0043_W3A-0990.wav,तळें,तळें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0089_S-0277.wav,विधवा जावप म्हळ्यार नरक यातना भोगप.,विधवा जावप म्हळ्यार नरक यातना भोगप.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0386_W2-0116.wav,के टी सतरवाला,के टी सतरवाला
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Place Name-W2_SP-0325_W2-0982.wav,सोपोर,सोपोर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0193_S-0408.wav,गिरेस्त सदांच गरिबाची पिळवणूक करतात.,गिरेस्त सदांच गरिबाची पिळवणूक करतात.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Person Name-W2_SP-0138_W2-0099.wav,कामेश्वरी सिन्हा,कामेश्वरी सिन्हा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Sentence-S_SP-0478_S-0406.wav,शकुंतलाच्यान दुशंताचो विरह सहन करूंक जालो ना.,शकुंतलाच्यान दुशंताचो विरह सहन करूंक जालो ना.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0072_S-0388.wav,सगळें सोपलें शेष उल्लां जाल्यार फकत यादी.,सगळें सोपलें शेष उल्लां जाल्यार फकत यादी.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Person Name-W2_SP-0496_W2-0438.wav,राजेश्वरी प्रसाद वर्मा,राजेश्वरी प्रसाद वर्मा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0066_W2-1244.wav,मार्ना,मार्ना
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0125_W3A-0307.wav,त्यो,त्यो
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Command and Control Words-W1_SP-0444_W1-0053.wav,खावनाका,खावनाका
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Place Name-W2_SP-0254_W2-1021.wav,कुडचडें,कुडचडें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0484_S-0379.wav,टी-व्टेंटी क्रिकेट सामन्याक सचिनान षटकाराचो पावस केलो.,टी-व्ट्टेंटी क्रिकेट सामन्याक सचिनान षटकाराचो पावस केलो.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0197_W3A-0459.wav,धांवत,धांवत
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0421_W1-0202.wav,चवतीस,चवतीस
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Form and Function Word-W5_SP-0151_W5-0181.wav,म्हजें,म्हजें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0354_W1-0280.wav,त्रयोदशी,त्रयोदशी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0289_S-0197.wav,राजेश टपोरी शिटी बरी वाजयता.,राजेश टपोरी शिटी बरी वाजयता.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0421_W3A-0973.wav,ओंठ,ओंठ
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0097_W2-0229.wav,तोमाझीन कादॉज,तोमाझीन कादॉज
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Person Name-W2_SP-0269_W2-0261.wav,ध्रुव नारायण ठाकुर,ध्रुव नारायण ठाकुर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Form and Function Word-W5_SP-0154_W5-0467.wav,आदीं,आदीं
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0387_W1-0177.wav,णव,णव
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Person Name-W2_SP-0391_W2-0441.wav,राधोशरण शर्मा,राधोशरण शर्मा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-FullSet-W3B_SP-0150_W3B-0385.wav,वत,वत
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Most Frequent Word-Part-W3A_SP-0314_W3A-0595.wav,बोली,बोली
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Form and Function Word-W5_SP-0421_W5-0473.wav,इतलें,इतलें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Sentence-S_SP-0207_S-0314.wav,काळखाची भय रश्मीक दिसताली.,काळखाची भय रश्मीक दिसताली.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Phonetically Balanced-W4_SP-0421_W4-0085.wav,चलय,चलय
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Date-D/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Date-D_SP-0116_D-0002.wav,आमी आमचो स्वतंत्रताय दीस केंन्ना मनयतात?,आमी आमचो स्वतंत्रताय दीस केंन्ना मनयतात?
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0214_S-0202.wav,हॉटेलात जेवन जेवन म्हज्या पोटान दुखपाक लागलें.,हॉटेलात जेवन येवन म्हज्या पोटान दुखपाक लागलें.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Command and Control Words-W1_SP-0289_W1-0314.wav,धावें/धाव्वें,धावें<unk>धाव्वें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Phonetically Balanced-W4_SP-0006_W4-0026.wav,यात्रा,यात्रा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0058_W1-0150.wav,जून,जून
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0064_W2-0119.wav,केदार नाथ शर्मा,केदार नाथ शर्मा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0272_W3A-0910.wav,जाणविकाय,जाणविकाय
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0007_W3A-0602.wav,दिल्लें,दिल्लें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-Part-W3A_SP-0292_W3A-0989.wav,तरणाटें,तरणाटें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Most Frequent Word-FullSet-W3B_SP-0004_W3B-0465.wav,घडोवप,घडोवप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Date-D/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Date-D_SP-0112_D-0002.wav,आमी आमचो स्वतंत्रताय दीस केंन्ना मनयतात?,आमी आमचो स्वतंत्रताय दीस केंन्ना मनयतात?
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Form and Function Word-W5_SP-0154_W5-0438.wav,शुध्द,शुध्द
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Person Name-W2_SP-0363_W2-0114.wav,कृष्णम राजू,कृष्णम राजू
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0268_W3A-0501.wav,मळब,मळब
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0318_W3A-0881.wav,पापा,पापा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0183_W2-1097.wav,तुडोव,तुडोव
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0421_W3A-0226.wav,सगल्या,सगल्या
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Most Frequent Word-Part-W3A_SP-0094_W3A-0013.wav,पूण,पूण
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Sentence-S_SP-0444_S-0138.wav,म्हज्या मनांत मानसीक झगड्याक कारण जावन गंड भाव तयार जाले.,म्हज्या मनांत मानसीक झगड्याक कारण जावन गंड भाय तयार जाले.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0421_W3A-0511.wav,फोन,फोन
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Most Frequent Word-FullSet-W3B_SP-0034_W3B-0071.wav,म्हज्या,म्हज्या
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Form and Function Word-W5_SP-0157_W5-0016.wav,सगळ्यांत,सगळ्यांत
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Most Frequent Word-Part-W3A_SP-0223_W3A-0221.wav,गजाली,गजाली
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Phonetically Balanced-W4_SP-0006_W4-0244.wav,घातकी,घातकी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0421_W1-0213.wav,पंचेचाळीस,पंचेचाळीस
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Person Name-W2_SP-0360_W2-0230.wav,त्रिभुवन प्रसाद सिंह,त्रिभुवन प्रसाद सिंह
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0279_W3A-0120.wav,तोंड,तोंड
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0262_W1-0079.wav,दी,दी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Form and Function Word-W5_SP-0197_W5-0024.wav,म्हज्यानूय,म्हज्यानूय
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0075_W3A-0182.wav,बरो,बरो
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0097_W2-0968.wav,संबलपुर,संबलपुर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Sentence-S_SP-0298_S-0157.wav,दुसऱयाचे साहित्य आपलें म्हणपाची करणी म्हळ्यार वाङमयचौर्य.,दुसऱयाचे साहित्य आपलें म्हणपाची करणी म्हळ्यार वाङमयचौर्य.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Form and Function Word-W5_SP-0155_W5-0131.wav,आमचो,आमचो
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Person Name-W2_SP-0420_W2-0532.wav,शेखर कपूर,शेखर कपूर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0352_W1-0051.wav,खावचें,खावचें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0421_W3A-0504.wav,गे,गे
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0234_W1-0326.wav,दोन बटे णव,दोन बटे णव
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0315_W3A-0014.wav,ताका,ताका
